Gene,Non-unique Gene name,Annotation,Gardnerella_greenwoodii_00703Dmash,Gardnerella_greenwoodii_101,Gardnerella_greenwoodii_c31Ua_26,Gardnerella_greenwoodii_UMB1686,Gardnerella_leopoldii_Ugent_06.41,Gardnerella_leopoldii_UMB0682,Gardnerella_leopoldii_UMB0742,Gardnerella_leopoldii_UMB0913,Gardnerella_leopoldii_UMB1489,Gardnerella_pickettii_00703Bmash,Gardnerella_pickettii_00703C2mash,Gardnerella_pickettii_c17Ua_112,Gardnerella_pickettii_GED7275B,Gardnerella_pickettii_JCP7659,Gardnerella_pickettii_JCP7719,Gardnerella_pickettii_JCP8017A,Gardnerella_pickettii_JCP8017B,Gardnerella_pickettii_UMB0830,Gardnerella_pickettii_UMB0833,Gardnerella_pickettii_UMB9259,Gardnerella_piotii_GH007,Gardnerella_piotii_GH020,Gardnerella_piotii_JNFY15,Gardnerella_piotii_UGent_18.01,Gardnerella_swidsinskii_GS_9838-1,Gardnerella_swidsinskii_GV37,Gardnerella_swidsinskii_JNFY3,Gardnerella_swidsinskii_UMB0170,Gardnerella_swidsinskii_UMB0264,Gardnerella_swidsinskii_UMB0411,Gardnerella_swidsinskii_UMB1698,Gardnerella_vaginalis_0288E,Gardnerella_vaginalis_1400E,Gardnerella_vaginalis_1500E,Gardnerella_vaginalis_284V,Gardnerella_vaginalis_315-A,Gardnerella_vaginalis_55152,Gardnerella_vaginalis_6119V5,Gardnerella_vaginalis_75712,Gardnerella_vaginalis_ATCC_14018-2,Gardnerella_vaginalis_ATCC_14018-3,Gardnerella_vaginalis_ATCC_14018,Gardnerella_vaginalis_ATCC_14019,Gardnerella_vaginalis_HMP9231
zwf,zwf,glucose-6-phosphate dehydrogenase,KJLOJH_01430,LNJOGA_04930,HJJLOO_05290,EPDCMN_04520,GPKCOC_06000,IHLOPM_04305,CLAOCJ_04855,GHNAGB_00935,IJGNPO_00950,KPEAED_04295,ELBENF_05980,LGGJCL_04680,DIAHAC_03820,,EIINPM_04690,EHJGFL_03955,,LFGIBF_01055,BMHCBD_03290,HEOCGC_01985,HIANCF_03260,PHGDKJ_01025,LJKDMD_03890,LEAIBD_01000,AJAHNJ_01090,PKJNEJ_01055,AMDBBD_04105,GPDHPC_05465,JCPCII_00435,NBEOAO_03780,PCCNPO_04035,PHLMCF_00385,PKBKFP_03150,PIBPLO_05975,ANPMBA_05780,BAFCMA_00225,BLBGDF_05320,EHBDBJ_00855,HJLJNF_01555,BAJPIG_01205,APGEGG_04350,NEBDOP_05810,MGPBOF_06555,DFCAKE_00940
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,KJLOJH_00400,LNJOGA_00360,HJJLOO_04245,EPDCMN_00045,GPKCOC_04615,IHLOPM_00050,CLAOCJ_00425,GHNAGB_05500,IJGNPO_05410,KPEAED_00040,ELBENF_03865,LGGJCL_00040,DIAHAC_02540,,,EHJGFL_06185,IKLBLD_03190,LFGIBF_05840,BMHCBD_05710,HEOCGC_00300,HIANCF_04695,PHGDKJ_05800,LJKDMD_02480,LEAIBD_05665,AJAHNJ_05490,PKJNEJ_06765,AMDBBD_02645,GPDHPC_01775,JCPCII_06040,NBEOAO_04860,PCCNPO_00040,PHLMCF_05840,PKBKFP_04950,PIBPLO_05045,ANPMBA_06490,BAFCMA_03375,BLBGDF_02575,EHBDBJ_00105,HJLJNF_06620,BAJPIG_06115,APGEGG_02270,NEBDOP_00885,MGPBOF_01540,DFCAKE_06070
group_838,;aspB,Aminotransferase;Aspartate/methionine/tyrosine aminotransferase;Aspartate transaminase domain protein;hypothetical protein,KJLOJH_00335,LNJOGA_00435,HJJLOO_04165,EPDCMN_00125,GPKCOC_04545,IHLOPM_00115,CLAOCJ_00490,GHNAGB_05435,IJGNPO_05340,KPEAED_00125,ELBENF_03770,LGGJCL_00125,DIAHAC_02455,,EIINPM_05100,EHJGFL_01130,,LFGIBF_05750,BMHCBD_05615,HEOCGC_00385,HIANCF_04770,PHGDKJ_05725,LJKDMD_02395,LEAIBD_05595,AJAHNJ_05570,PKJNEJ_06685,AMDBBD_02560,GPDHPC_01865,JCPCII_05905,NBEOAO_04940,PCCNPO_00130,PHLMCF_06690,PKBKFP_02750,PIBPLO_03905,ANPMBA_00920,BAFCMA_05095,BLBGDF_02655,EHBDBJ_00030,HJLJNF_06535,BAJPIG_06045,APGEGG_06225,NEBDOP_00955,MGPBOF_01610,DFCAKE_05995
mrcB,;mrcB,peptidoglycan glycosyltransferase;Penicillin-binding protein 1B/1F peptidoglycan transglycosylase/transpeptidase;hypothetical protein,KJLOJH_02165,LNJOGA_05385,HJJLOO_05640,EPDCMN_05730,GPKCOC_04830,IHLOPM_05985,CLAOCJ_00210,GHNAGB_05700,IJGNPO_05610,KPEAED_03850,ELBENF_00990,LGGJCL_05870,DIAHAC_02735,,,EHJGFL_01700,IKLBLD_02870,LFGIBF_06055,BMHCBD_06260,HEOCGC_05120,HIANCF_04485,PHGDKJ_06015,LJKDMD_02690,LEAIBD_05895,AJAHNJ_06140,PKJNEJ_06970,AMDBBD_02850,GPDHPC_05745,JCPCII_05295,NBEOAO_05985,PCCNPO_06255,PHLMCF_06140,PKBKFP_02410,PIBPLO_05380,ANPMBA_02775,BAFCMA_01445,BLBGDF_06260,EHBDBJ_04575,HJLJNF_00285,BAJPIG_06325,APGEGG_05555,NEBDOP_00675,MGPBOF_01315,DFCAKE_06270
ppk1,ppk1,RNA degradosome polyphosphate kinase,KJLOJH_00955,LNJOGA_04455,HJJLOO_04810,EPDCMN_05000,GPKCOC_05555,IHLOPM_03855,CLAOCJ_05300,GHNAGB_00495,IJGNPO_00500,KPEAED_04035,ELBENF_00225,LGGJCL_04915,DIAHAC_03585,,EIINPM_06055,,IKLBLD_00150,LFGIBF_00780,BMHCBD_03025,HEOCGC_02250,HIANCF_03485,PHGDKJ_00800,LJKDMD_03670,LEAIBD_00780,AJAHNJ_00540,PKJNEJ_00545,AMDBBD_03595,GPDHPC_04995,JCPCII_01560,NBEOAO_04300,PCCNPO_04545,PHLMCF_00990,PKBKFP_00855,PIBPLO_00325,ANPMBA_05255,BAFCMA_05785,BLBGDF_00685,EHBDBJ_02815,HJLJNF_01060,BAJPIG_00615,APGEGG_01615,NEBDOP_06405,MGPBOF_00410,DFCAKE_06635
group_624,,TM2 domain-containing protein,,,HJJLOO_01025,EPDCMN_02740,GPKCOC_01990,IHLOPM_02855,CLAOCJ_02995,GHNAGB_02855,IJGNPO_02805,KPEAED_01535,ELBENF_03605,LGGJCL_01300,DIAHAC_00740,IBBMBI_05685,EIINPM_06135,EHJGFL_01210,IKLBLD_04755,LFGIBF_04250,BMHCBD_04375,HEOCGC_04855,HIANCF_05975,PHGDKJ_04540,LJKDMD_01085,LEAIBD_04425,AJAHNJ_04740,PKJNEJ_03395,AMDBBD_06205,GPDHPC_01440,JCPCII_03545,NBEOAO_01805,PCCNPO_05320,PHLMCF_04310,PKBKFP_00390,PIBPLO_02835,ANPMBA_03440,BAFCMA_01870,BLBGDF_05800,EHBDBJ_01230,HJLJNF_03305,BAJPIG_02820,APGEGG_03315,NEBDOP_04195,MGPBOF_04915;MGPBOF_04910,DFCAKE_02875
xFP,xFP,phosphoketolase,KJLOJH_03775,LNJOGA_02660,HJJLOO_00910,EPDCMN_02625,GPKCOC_02115,IHLOPM_02730,CLAOCJ_02870,GHNAGB_02975,IJGNPO_02930,KPEAED_00820,ELBENF_02185,LGGJCL_01155,DIAHAC_00885,,,EHJGFL_04845,IKLBLD_05450,LFGIBF_04730,BMHCBD_04580,HEOCGC_04710,HIANCF_05810,PHGDKJ_04710,LJKDMD_01395,LEAIBD_04590,AJAHNJ_04855,PKJNEJ_03510,AMDBBD_06320,GPDHPC_01320,JCPCII_03665,NBEOAO_01685,PCCNPO_05430,PHLMCF_06490,PKBKFP_04410,PIBPLO_02955,ANPMBA_02165,BAFCMA_03850,BLBGDF_03680,EHBDBJ_01345,HJLJNF_05295,BAJPIG_04810,APGEGG_00160,NEBDOP_02200,MGPBOF_02865,DFCAKE_04760
rimL,;rimL,Acetyltransferase GNAT family;Acetyltransferase;Protein N-acetyltransferase RimJ/RimL family,KJLOJH_01050,LNJOGA_04550,HJJLOO_04905,EPDCMN_04905,GPKCOC_05640,IHLOPM_03940,CLAOCJ_05215,GHNAGB_00580,IJGNPO_00585,KPEAED_03960,ELBENF_00300,LGGJCL_05000,DIAHAC_03500,IBBMBI_02585,,,IKLBLD_04305,LFGIBF_00700,BMHCBD_02955,HEOCGC_02325,HIANCF_03565,PHGDKJ_00720,LJKDMD_03595,LEAIBD_00700,AJAHNJ_00615,PKJNEJ_00650,AMDBBD_03705,GPDHPC_05090,JCPCII_01650,NBEOAO_04195,PCCNPO_04470,PHLMCF_00895,PKBKFP_00950,PIBPLO_00220,ANPMBA_05355,BAFCMA_06610,BLBGDF_00790,EHBDBJ_02720,HJLJNF_01135,BAJPIG_00710,APGEGG_01520,NEBDOP_06310,MGPBOF_00310,DFCAKE_06540
rplX,;rplX,hypothetical protein;50S ribosomal protein L24,KJLOJH_01870,LNJOGA_00870,HJJLOO_02365,EPDCMN_04080,GPKCOC_00200,IHLOPM_04725,CLAOCJ_04450,GHNAGB_01355,IJGNPO_01370,KPEAED_04710,ELBENF_05565,LGGJCL_04260,DIAHAC_04240,,EIINPM_02515,EHJGFL_01075,,LFGIBF_01475,BMHCBD_03720,HEOCGC_01565,HIANCF_02825,PHGDKJ_01450,LJKDMD_04310,LEAIBD_01420,AJAHNJ_01490,PKJNEJ_01455,AMDBBD_04500,GPDHPC_03320,JCPCII_00825,NBEOAO_03390,PCCNPO_03645,PHLMCF_00095,PKBKFP_02880,PIBPLO_04875,ANPMBA_06045,BAFCMA_00490,BLBGDF_05585,EHBDBJ_00430,HJLJNF_01845,BAJPIG_01495,APGEGG_04055,NEBDOP_05525,MGPBOF_06265,DFCAKE_01220
group_44,,Permease;AI-2E family transporter,,LNJOGA_03640,HJJLOO_02715,EPDCMN_01575,GPKCOC_03215,IHLOPM_01655,CLAOCJ_01800,GHNAGB_04125,IJGNPO_04035,KPEAED_06035,ELBENF_01140,LGGJCL_02970,DIAHAC_04640,IBBMBI_05155,EIINPM_00360,EHJGFL_02435,IKLBLD_03685,LFGIBF_02835,BMHCBD_01375,HEOCGC_05945,HIANCF_01410,PHGDKJ_02865,LJKDMD_05610,LEAIBD_02820,AJAHNJ_02925,PKJNEJ_05015,AMDBBD_01050,GPDHPC_00015,JCPCII_02705,NBEOAO_00460,PCCNPO_01540,PHLMCF_05730,PKBKFP_04705,PIBPLO_01740,ANPMBA_02440,BAFCMA_01130,BLBGDF_03410,,HJLJNF_05010,BAJPIG_04525,APGEGG_04660,NEBDOP_02490,MGPBOF_03165,DFCAKE_04485
rpsZ,rpsZ,type Z 30S ribosomal protein S14,KJLOJH_01880,LNJOGA_00880,HJJLOO_02355,EPDCMN_04070,GPKCOC_00210,IHLOPM_04735,CLAOCJ_04440,GHNAGB_01365,IJGNPO_01380,KPEAED_04720,ELBENF_05555,LGGJCL_04250,DIAHAC_04250,,,15_refound_88_pseudo,,LFGIBF_01485,BMHCBD_03730,HEOCGC_01555,HIANCF_02815,PHGDKJ_01460,LJKDMD_04320,LEAIBD_01430,AJAHNJ_01500,PKJNEJ_01465,AMDBBD_04510,GPDHPC_03330,JCPCII_00835,NBEOAO_03380,PCCNPO_03635,PHLMCF_00085,PKBKFP_02870,PIBPLO_04865,ANPMBA_06055,BAFCMA_00500,BLBGDF_05595,EHBDBJ_00420,HJLJNF_01855,BAJPIG_01505,APGEGG_04045,NEBDOP_05515,MGPBOF_06255,DFCAKE_01230
tuf,tuf,elongation factor Tu,KJLOJH_05570,LNJOGA_05755,HJJLOO_03705,EPDCMN_00585,GPKCOC_03990,IHLOPM_00670,CLAOCJ_01035,GHNAGB_04880,IJGNPO_04795,KPEAED_00645,ELBENF_02680,LGGJCL_00670,DIAHAC_01370,,,EHJGFL_04600,,LFGIBF_05225,BMHCBD_05075,HEOCGC_05785,HIANCF_05330,PHGDKJ_05175,LJKDMD_01850,LEAIBD_05055,AJAHNJ_03675,PKJNEJ_06075,AMDBBD_01945,GPDHPC_02450,JCPCII_04270,NBEOAO_05550,PCCNPO_00725,PHLMCF_02385,PKBKFP_03870,PIBPLO_02245,ANPMBA_01670,BAFCMA_04340,BLBGDF_04285,EHBDBJ_03745,HJLJNF_05785,BAJPIG_05305,APGEGG_00660,NEBDOP_01700,MGPBOF_02360,DFCAKE_05250
gpsI,gpsI;,polyribonucleotide nucleotidyltransferase;hypothetical protein,KJLOJH_01590,LNJOGA_05090,HJJLOO_05450,EPDCMN_04360,GPKCOC_06150,IHLOPM_04455,CLAOCJ_04720,GHNAGB_01085,IJGNPO_01100,KPEAED_04415,ELBENF_05860,LGGJCL_04560,DIAHAC_03940,,,,IKLBLD_00465,LFGIBF_01180,BMHCBD_03410,HEOCGC_01860,HIANCF_03135,PHGDKJ_01150,LJKDMD_04015,LEAIBD_01125,AJAHNJ_01220,PKJNEJ_01185,AMDBBD_04235,GPDHPC_05595,JCPCII_00565,NBEOAO_03650,PCCNPO_03905,PHLMCF_06745,PKBKFP_02695,PIBPLO_05805,ANPMBA_00975,BAFCMA_05040,BLBGDF_02715,EHBDBJ_00700,HJLJNF_06480,BAJPIG_05990,APGEGG_06280,NEBDOP_01010,MGPBOF_01670,DFCAKE_05940
group_1542,,DNA and RNA helicase-like protein,KJLOJH_01700,LNJOGA_00700,HJJLOO_02535,EPDCMN_04250,GPKCOC_00030,IHLOPM_04555,CLAOCJ_04620,GHNAGB_01185,IJGNPO_01200,KPEAED_04540,ELBENF_05735,LGGJCL_04435,DIAHAC_04065,,EIINPM_01505,,,LFGIBF_01305,BMHCBD_03535,HEOCGC_01735,HIANCF_03000,PHGDKJ_01280,LJKDMD_04140,LEAIBD_01250,AJAHNJ_01315,PKJNEJ_01280,AMDBBD_04325,GPDHPC_05680,JCPCII_00650,NBEOAO_03565,PCCNPO_03820,PHLMCF_00290,PKBKFP_03055,PIBPLO_02495,ANPMBA_05875,BAFCMA_00320,BLBGDF_05415,EHBDBJ_00605,HJLJNF_01650,BAJPIG_01320,APGEGG_04230,NEBDOP_05695,MGPBOF_06435,DFCAKE_01050
rpmF,rpmF;,50S ribosomal protein L32;hypothetical protein,KJLOJH_05690,LNJOGA_05875,HJJLOO_03510,EPDCMN_00780,GPKCOC_00530,IHLOPM_05060,CLAOCJ_04125,GHNAGB_01685,IJGNPO_01700,KPEAED_05260,ELBENF_01875,LGGJCL_03755,DIAHAC_02265,,14_refound_85_pseudo,,,LFGIBF_02100,BMHCBD_06000,HEOCGC_00965,HIANCF_02220,PHGDKJ_02055,LJKDMD_04905,LEAIBD_02020,AJAHNJ_01840,PKJNEJ_01800,AMDBBD_04845,GPDHPC_03670,JCPCII_04700,NBEOAO_03045,PCCNPO_03295,PHLMCF_03680,PKBKFP_05175,PIBPLO_02125,ANPMBA_04085,BAFCMA_05515,BLBGDF_02310,EHBDBJ_03865,HJLJNF_02535,BAJPIG_02185,APGEGG_05935,NEBDOP_04830,MGPBOF_05570,DFCAKE_01975
cysS,cysS,cysteine--tRNA ligase,KJLOJH_05660,LNJOGA_05845,HJJLOO_03540,EPDCMN_00750,GPKCOC_00500,IHLOPM_05030,CLAOCJ_04155,GHNAGB_01655,IJGNPO_01670,KPEAED_05230,ELBENF_01905,LGGJCL_03785,DIAHAC_02235,,,15_refound_100_pseudo,,LFGIBF_02070,BMHCBD_05970,HEOCGC_00995,HIANCF_02250,PHGDKJ_02025,LJKDMD_04875,LEAIBD_01990,AJAHNJ_01810,PKJNEJ_01770,AMDBBD_04815,GPDHPC_03640,JCPCII_04670,NBEOAO_03075,PCCNPO_03325,PHLMCF_03650,PKBKFP_05145,PIBPLO_02155,ANPMBA_04115,BAFCMA_05545,BLBGDF_02340,EHBDBJ_03835,HJLJNF_02505,BAJPIG_02155,APGEGG_05900,NEBDOP_04860,MGPBOF_05600,DFCAKE_01945
group_1352,,Acetyl-CoA acetyltransferase;thiolase family protein;hypothetical protein;Acetyl-CoA C-acetyltransferase,KJLOJH_02605,LNJOGA_01250,HJJLOO_02030,EPDCMN_03745,GPKCOC_00655,IHLOPM_05185,CLAOCJ_04005,GHNAGB_01805,IJGNPO_01820,KPEAED_05395,ELBENF_01730,LGGJCL_03620,DIAHAC_02395,,,EHJGFL_04085,,LFGIBF_02250,BMHCBD_06540,HEOCGC_00055,HIANCF_02080;HIANCF_02085,PHGDKJ_02195;PHGDKJ_02200,LJKDMD_05040,LEAIBD_02155,AJAHNJ_01960,PKJNEJ_01920,AMDBBD_04965,GPDHPC_03790,JCPCII_04820,NBEOAO_02925,PCCNPO_03175,PHLMCF_03795,PKBKFP_05285,PIBPLO_04535,ANPMBA_03970,BAFCMA_05405,BLBGDF_02210,EHBDBJ_04115,HJLJNF_02675,BAJPIG_02295,APGEGG_06045,NEBDOP_04720,MGPBOF_05460,DFCAKE_02090
maf,maf;,Nucleoside triphosphate pyrophosphatase;Nudix hydrolase domain-containing protein;ADP-ribose pyrophosphatase YjhB NUDIX family,KJLOJH_00370,LNJOGA_00400,HJJLOO_04205,EPDCMN_00085,GPKCOC_04585,IHLOPM_00080,CLAOCJ_00455,GHNAGB_05470,IJGNPO_05380,KPEAED_00075,ELBENF_03835,LGGJCL_00070,DIAHAC_02510,,EIINPM_00925,,,LFGIBF_05800,BMHCBD_05670,HEOCGC_00340,HIANCF_04725,PHGDKJ_05770,LJKDMD_02440,LEAIBD_05635,AJAHNJ_05520,PKJNEJ_06735,AMDBBD_02615,GPDHPC_01815,JCPCII_06080,NBEOAO_04890,PCCNPO_00080,PHLMCF_05870,PKBKFP_04980,PIBPLO_05015,ANPMBA_06460,BAFCMA_03345,BLBGDF_02605,EHBDBJ_00065,HJLJNF_06590,BAJPIG_06085,APGEGG_02300,NEBDOP_00915,MGPBOF_01570,DFCAKE_06040
group_1159,,YokE-like PH domain-containing protein,KJLOJH_01355,LNJOGA_04855,HJJLOO_05230,EPDCMN_04580,GPKCOC_05945,IHLOPM_04250,CLAOCJ_04910,GHNAGB_00880,IJGNPO_00895,KPEAED_04230,ELBENF_06040,LGGJCL_04730,DIAHAC_03770,IBBMBI_02410,EIINPM_04425,EHJGFL_03895,IKLBLD_05055,LFGIBF_00995,BMHCBD_03230,HEOCGC_02070,HIANCF_03300,PHGDKJ_00985,LJKDMD_03820,LEAIBD_00960,AJAHNJ_04335,PKJNEJ_02540,AMDBBD_05685,,,,PCCNPO_02545,PHLMCF_00460,PKBKFP_03225,PIBPLO_06030,ANPMBA_05705,BAFCMA_00150,BLBGDF_05245,EHBDBJ_00910,HJLJNF_01480,BAJPIG_01130,APGEGG_04425,NEBDOP_05885,MGPBOF_06630,DFCAKE_00865
luxR,luxR,Two component transcriptional regulator LuxR family protein,KJLOJH_01350,LNJOGA_04850,HJJLOO_05235,EPDCMN_04575,GPKCOC_05940,IHLOPM_04245,CLAOCJ_04915,GHNAGB_00875,IJGNPO_00890,KPEAED_04225,ELBENF_06045,LGGJCL_04735,DIAHAC_03765,IBBMBI_02405,EIINPM_04430,EHJGFL_03890,IKLBLD_05060,LFGIBF_00990,BMHCBD_03225,HEOCGC_02065,HIANCF_03305,PHGDKJ_00980,LJKDMD_03825,LEAIBD_00955,AJAHNJ_04345,PKJNEJ_02550,AMDBBD_05695,,,,PCCNPO_02535,PHLMCF_00455,PKBKFP_03230,PIBPLO_06025,ANPMBA_05710,BAFCMA_00155,BLBGDF_05240,EHBDBJ_00905,HJLJNF_01485,BAJPIG_01135,APGEGG_04420,NEBDOP_05880,MGPBOF_06625,DFCAKE_00870
group_1086,comP,Signal transduction histidine kinase ComP,KJLOJH_01345,LNJOGA_04845,HJJLOO_05240,EPDCMN_04570,GPKCOC_05935,IHLOPM_04240,CLAOCJ_04920,GHNAGB_00870,IJGNPO_00885,KPEAED_04220,ELBENF_06050,LGGJCL_04740,DIAHAC_03760,IBBMBI_02400,EIINPM_04435,EHJGFL_03885,IKLBLD_05065,LFGIBF_00985,BMHCBD_03220,HEOCGC_02060,HIANCF_03310,PHGDKJ_00975,LJKDMD_03830,LEAIBD_00950,AJAHNJ_04350,PKJNEJ_02555,AMDBBD_05700,,,,PCCNPO_02530,PHLMCF_00450,PKBKFP_03235,PIBPLO_06020,ANPMBA_05715,BAFCMA_00160,BLBGDF_05235,EHBDBJ_00900,HJLJNF_01490,BAJPIG_01140,APGEGG_04415,NEBDOP_05875,MGPBOF_06620,DFCAKE_00875
ehuA,ehuA;,ATP binding protein of ABC transporter;ABC transporter ATP-binding protein;ABC-type polar amino acid transport system ATPase component;ABC transporter domain-containing protein,KJLOJH_00025,LNJOGA_06080,HJJLOO_03325,EPDCMN_00965,GPKCOC_03840,IHLOPM_01040,CLAOCJ_01175,GHNAGB_04740,IJGNPO_04655,KPEAED_01840,,LGGJCL_01580,DIAHAC_00410,IBBMBI_05715,EIINPM_05230,EHJGFL_06260,IKLBLD_04595,,BMHCBD_02215,HEOCGC_00625,HIANCF_00010,PHGDKJ_04245,LJKDMD_00815,,AJAHNJ_03525,PKJNEJ_05675,AMDBBD_01705,GPDHPC_02585,JCPCII_03795,NBEOAO_05690,PCCNPO_00875,PHLMCF_04560,PKBKFP_06825,PIBPLO_05610,ANPMBA_04245,BAFCMA_02120,BLBGDF_01805,EHBDBJ_04730,HJLJNF_03555,BAJPIG_03100,APGEGG_03035,NEBDOP_03915,MGPBOF_04610,DFCAKE_03140
trmA,trmA;,tRNA/tmRNA/rRNA uracil-C5-methylase TrmA/RlmC/RlmD family;Uncharacterized RNA methyltransferase Cgl1903/cg2084 domain protein,KJLOJH_03180,LNJOGA_01830,HJJLOO_01415,EPDCMN_03130,GPKCOC_01235,IHLOPM_05775,CLAOCJ_03430,GHNAGB_02435,IJGNPO_02415,KPEAED_05625,ELBENF_01495,LGGJCL_03390,DIAHAC_01920,IBBMBI_06080,,,,LFGIBF_02480,BMHCBD_02010,HEOCGC_00735,HIANCF_01840,PHGDKJ_02440,LJKDMD_05270,LEAIBD_02390,AJAHNJ_04290,PKJNEJ_02525,AMDBBD_05630,GPDHPC_04390,JCPCII_05140,NBEOAO_02320,PCCNPO_02570,PHLMCF_03925,PKBKFP_01555,PIBPLO_03930,ANPMBA_03840,BAFCMA_05275,BLBGDF_02080,EHBDBJ_02255,HJLJNF_02805,BAJPIG_02425,APGEGG_06175,NEBDOP_04590,MGPBOF_05330,DFCAKE_02220
group_728,,Integral membrane protein,KJLOJH_02340,LNJOGA_05205,HJJLOO_05825,EPDCMN_05570,GPKCOC_05025,IHLOPM_05790,CLAOCJ_00015,GHNAGB_05900,IJGNPO_05805,KPEAED_03640,ELBENF_05000,LGGJCL_05695,DIAHAC_02560,IBBMBI_03005,EIINPM_05535,EHJGFL_01805,IKLBLD_04945,LFGIBF_06250,BMHCBD_06455,HEOCGC_04925,HIANCF_04310,PHGDKJ_06195,LJKDMD_02850,LEAIBD_05725,AJAHNJ_05915,,,GPDHPC_05910,JCPCII_05460,,PCCNPO_06030,PHLMCF_05895,PKBKFP_02635,PIBPLO_05575,ANPMBA_02845,BAFCMA_01220,BLBGDF_06035,EHBDBJ_04390,HJLJNF_00035,BAJPIG_06570,APGEGG_05805,NEBDOP_00430,MGPBOF_01070,DFCAKE_00435
aroG1,aroG1;,3-deoxy-7-phosphoheptulonate synthase;hypothetical protein,KJLOJH_01620,LNJOGA_05120,HJJLOO_05480,EPDCMN_04330,GPKCOC_06175,IHLOPM_04480,CLAOCJ_04695,GHNAGB_01110,IJGNPO_01125,KPEAED_04445,ELBENF_05830,LGGJCL_04530,DIAHAC_03970,IBBMBI_04395,,,,LFGIBF_01210,BMHCBD_03440,HEOCGC_01830,HIANCF_03095;HIANCF_03100,PHGDKJ_01185,LJKDMD_04045,LEAIBD_01155,AJAHNJ_01245,PKJNEJ_01210,AMDBBD_04260,GPDHPC_05620,JCPCII_00590,NBEOAO_03625,PCCNPO_03880,PHLMCF_06805,PKBKFP_05795,PIBPLO_05775,ANPMBA_01035,BAFCMA_04980,BLBGDF_02775,EHBDBJ_00670,HJLJNF_06420,BAJPIG_05930,APGEGG_06340,NEBDOP_01065,MGPBOF_01725,DFCAKE_05880
glnS,glnS;,Glutamyl- or glutaminyl-tRNA synthetase;Glutamyl-Q tRNA(Asp) synthetase,KJLOJH_00965,LNJOGA_04465,HJJLOO_04820,EPDCMN_04990,GPKCOC_05565,IHLOPM_03865,CLAOCJ_05290,GHNAGB_00505,IJGNPO_00510,KPEAED_04025,ELBENF_00235,LGGJCL_04925,DIAHAC_03575,,EIINPM_06040,,,LFGIBF_00770,BMHCBD_03015,HEOCGC_02260,HIANCF_03495,PHGDKJ_00790,LJKDMD_03660,LEAIBD_00770,AJAHNJ_00550,PKJNEJ_00555,AMDBBD_03605,GPDHPC_05005,JCPCII_01570,NBEOAO_04290,PCCNPO_04535,PHLMCF_00980,PKBKFP_00865,PIBPLO_00315,ANPMBA_05265,BAFCMA_05775,BLBGDF_00695,EHBDBJ_02805,HJLJNF_01070,BAJPIG_00625,APGEGG_01605,NEBDOP_06395,MGPBOF_00400,DFCAKE_06625
group_141,,Histidine kinase,KJLOJH_02335,LNJOGA_05210,HJJLOO_05830,EPDCMN_05575,GPKCOC_05020,IHLOPM_05795,CLAOCJ_00020,GHNAGB_05895,IJGNPO_05800,KPEAED_03645,ELBENF_05005,LGGJCL_05700,DIAHAC_02565,IBBMBI_03010,EIINPM_05540,EHJGFL_01800,IKLBLD_04950,LFGIBF_06245,BMHCBD_06450,HEOCGC_04930,HIANCF_04315,PHGDKJ_06190,LJKDMD_02845,LEAIBD_05730,AJAHNJ_05925,,,GPDHPC_05920,JCPCII_05470,,PCCNPO_06040,PHLMCF_05900,PKBKFP_02630,PIBPLO_05565,ANPMBA_02850,BAFCMA_01225,BLBGDF_06040,EHBDBJ_04395,HJLJNF_00040,BAJPIG_06565,APGEGG_05800,NEBDOP_00435,MGPBOF_01075,DFCAKE_00440
rnc,rnc;,ribonuclease III;Ribonuclease 3,KJLOJH_05695,LNJOGA_05880,HJJLOO_03505,EPDCMN_00785,GPKCOC_00535,IHLOPM_05065,CLAOCJ_04120,GHNAGB_01690,IJGNPO_01705,KPEAED_05265,ELBENF_01870,LGGJCL_03750,DIAHAC_02270,,,,,LFGIBF_02105,BMHCBD_06005,HEOCGC_00960,HIANCF_02215,PHGDKJ_02060,LJKDMD_04910,LEAIBD_02025,AJAHNJ_01845,PKJNEJ_01805,AMDBBD_04850,GPDHPC_03675,JCPCII_04705,NBEOAO_03040,PCCNPO_03290,PHLMCF_03685,PKBKFP_05180,PIBPLO_02120,ANPMBA_04080,BAFCMA_05510,BLBGDF_02305,EHBDBJ_03870,HJLJNF_02540,BAJPIG_02190,APGEGG_05940,NEBDOP_04825,MGPBOF_05565,DFCAKE_01980
group_1281,;amyA,Putative glycosilase;Glycosidase/amylase (phosphorylase),KJLOJH_02235,LNJOGA_05320,HJJLOO_05575,EPDCMN_05665,GPKCOC_04910,IHLOPM_05905,CLAOCJ_00130,GHNAGB_05780,IJGNPO_05690,KPEAED_03770,ELBENF_05125,LGGJCL_05825,DIAHAC_02690,,,,,LFGIBF_06120,BMHCBD_06325,HEOCGC_05055,HIANCF_04430,PHGDKJ_06070,LJKDMD_02735,LEAIBD_05845,AJAHNJ_06080,PKJNEJ_07030,AMDBBD_02910,GPDHPC_06060,JCPCII_05610,NBEOAO_05905,PCCNPO_06195,PHLMCF_06050,PKBKFP_02495,PIBPLO_05450,ANPMBA_02985,BAFCMA_01380,BLBGDF_06180,EHBDBJ_04510,HJLJNF_00195,BAJPIG_06410,APGEGG_05645,NEBDOP_00590,MGPBOF_01230,DFCAKE_06355
